id,value,category
25501,255010,B
25502,255020,A
25503,255030,B
25504,255040,A
25505,255050,B
25506,255060,A
25507,255070,B
25508,255080,A
25509,255090,B
25510,255100,A
25511,255110,B
25512,255120,A
25513,255130,B
25514,255140,A
25515,255150,B
25516,255160,A
25517,255170,B
25518,255180,A
25519,255190,B
25520,255200,A
25521,255210,B
25522,255220,A
25523,255230,B
25524,255240,A
25525,255250,B
25526,255260,A
25527,255270,B
25528,255280,A
25529,255290,B
25530,255300,A
25531,255310,B
25532,255320,A
25533,255330,B
25534,255340,A
25535,255350,B
25536,255360,A
25537,255370,B
25538,255380,A
25539,255390,B
25540,255400,A
25541,255410,B
25542,255420,A
25543,255430,B
25544,255440,A
25545,255450,B
25546,255460,A
25547,255470,B
25548,255480,A
25549,255490,B
25550,255500,A
25551,255510,B
25552,255520,A
25553,255530,B
25554,255540,A
25555,255550,B
25556,255560,A
25557,255570,B
25558,255580,A
25559,255590,B
25560,255600,A
25561,255610,B
25562,255620,A
25563,255630,B
25564,255640,A
25565,255650,B
25566,255660,A
25567,255670,B
25568,255680,A
25569,255690,B
25570,255700,A
25571,255710,B
25572,255720,A
25573,255730,B
25574,255740,A
25575,255750,B
25576,255760,A
25577,255770,B
25578,255780,A
25579,255790,B
25580,255800,A
25581,255810,B
25582,255820,A
25583,255830,B
25584,255840,A
25585,255850,B
25586,255860,A
25587,255870,B
25588,255880,A
25589,255890,B
25590,255900,A
25591,255910,B
25592,255920,A
25593,255930,B
25594,255940,A
25595,255950,B
25596,255960,A
25597,255970,B
25598,255980,A
25599,255990,B
25600,256000,A
25601,256010,B
25602,256020,A
25603,256030,B
25604,256040,A
25605,256050,B
25606,256060,A
25607,256070,B
25608,256080,A
25609,256090,B
25610,256100,A
25611,256110,B
25612,256120,A
25613,256130,B
25614,256140,A
25615,256150,B
25616,256160,A
25617,256170,B
25618,256180,A
25619,256190,B
25620,256200,A
25621,256210,B
25622,256220,A
25623,256230,B
25624,256240,A
25625,256250,B
25626,256260,A
25627,256270,B
25628,256280,A
25629,256290,B
25630,256300,A
25631,256310,B
25632,256320,A
25633,256330,B
25634,256340,A
25635,256350,B
25636,256360,A
25637,256370,B
25638,256380,A
25639,256390,B
25640,256400,A
25641,256410,B
25642,256420,A
25643,256430,B
25644,256440,A
25645,256450,B
25646,256460,A
25647,256470,B
25648,256480,A
25649,256490,B
25650,256500,A
25651,256510,B
25652,256520,A
25653,256530,B
25654,256540,A
25655,256550,B
25656,256560,A
25657,256570,B
25658,256580,A
25659,256590,B
25660,256600,A
25661,256610,B
25662,256620,A
25663,256630,B
25664,256640,A
25665,256650,B
25666,256660,A
25667,256670,B
25668,256680,A
25669,256690,B
25670,256700,A
25671,256710,B
25672,256720,A
25673,256730,B
25674,256740,A
25675,256750,B
25676,256760,A
25677,256770,B
25678,256780,A
25679,256790,B
25680,256800,A
25681,256810,B
25682,256820,A
25683,256830,B
25684,256840,A
25685,256850,B
25686,256860,A
25687,256870,B
25688,256880,A
25689,256890,B
25690,256900,A
25691,256910,B
25692,256920,A
25693,256930,B
25694,256940,A
25695,256950,B
25696,256960,A
25697,256970,B
25698,256980,A
25699,256990,B
25700,257000,A
25701,257010,B
25702,257020,A
25703,257030,B
25704,257040,A
25705,257050,B
25706,257060,A
25707,257070,B
25708,257080,A
25709,257090,B
25710,257100,A
25711,257110,B
25712,257120,A
25713,257130,B
25714,257140,A
25715,257150,B
25716,257160,A
25717,257170,B
25718,257180,A
25719,257190,B
25720,257200,A
25721,257210,B
25722,257220,A
25723,257230,B
25724,257240,A
25725,257250,B
25726,257260,A
25727,257270,B
25728,257280,A
25729,257290,B
25730,257300,A
25731,257310,B
25732,257320,A
25733,257330,B
25734,257340,A
25735,257350,B
25736,257360,A
25737,257370,B
25738,257380,A
25739,257390,B
25740,257400,A
25741,257410,B
25742,257420,A
25743,257430,B
25744,257440,A
25745,257450,B
25746,257460,A
25747,257470,B
25748,257480,A
25749,257490,B
25750,257500,A
25751,257510,B
25752,257520,A
25753,257530,B
25754,257540,A
25755,257550,B
25756,257560,A
25757,257570,B
25758,257580,A
25759,257590,B
25760,257600,A
25761,257610,B
25762,257620,A
25763,257630,B
25764,257640,A
25765,257650,B
25766,257660,A
25767,257670,B
25768,257680,A
25769,257690,B
25770,257700,A
25771,257710,B
25772,257720,A
25773,257730,B
25774,257740,A
25775,257750,B
25776,257760,A
25777,257770,B
25778,257780,A
25779,257790,B
25780,257800,A
25781,257810,B
25782,257820,A
25783,257830,B
25784,257840,A
25785,257850,B
25786,257860,A
25787,257870,B
25788,257880,A
25789,257890,B
25790,257900,A
25791,257910,B
25792,257920,A
25793,257930,B
25794,257940,A
25795,257950,B
25796,257960,A
25797,257970,B
25798,257980,A
25799,257990,B
25800,258000,A
25801,258010,B
25802,258020,A
25803,258030,B
25804,258040,A
25805,258050,B
25806,258060,A
25807,258070,B
25808,258080,A
25809,258090,B
25810,258100,A
25811,258110,B
25812,258120,A
25813,258130,B
25814,258140,A
25815,258150,B
25816,258160,A
25817,258170,B
25818,258180,A
25819,258190,B
25820,258200,A
25821,258210,B
25822,258220,A
25823,258230,B
25824,258240,A
25825,258250,B
25826,258260,A
25827,258270,B
25828,258280,A
25829,258290,B
25830,258300,A
25831,258310,B
25832,258320,A
25833,258330,B
25834,258340,A
25835,258350,B
25836,258360,A
25837,258370,B
25838,258380,A
25839,258390,B
25840,258400,A
25841,258410,B
25842,258420,A
25843,258430,B
25844,258440,A
25845,258450,B
25846,258460,A
25847,258470,B
25848,258480,A
25849,258490,B
25850,258500,A
25851,258510,B
25852,258520,A
25853,258530,B
25854,258540,A
25855,258550,B
25856,258560,A
25857,258570,B
25858,258580,A
25859,258590,B
25860,258600,A
25861,258610,B
25862,258620,A
25863,258630,B
25864,258640,A
25865,258650,B
25866,258660,A
25867,258670,B
25868,258680,A
25869,258690,B
25870,258700,A
25871,258710,B
25872,258720,A
25873,258730,B
25874,258740,A
25875,258750,B
25876,258760,A
25877,258770,B
25878,258780,A
25879,258790,B
25880,258800,A
25881,258810,B
25882,258820,A
25883,258830,B
25884,258840,A
25885,258850,B
25886,258860,A
25887,258870,B
25888,258880,A
25889,258890,B
25890,258900,A
25891,258910,B
25892,258920,A
25893,258930,B
25894,258940,A
25895,258950,B
25896,258960,A
25897,258970,B
25898,258980,A
25899,258990,B
25900,259000,A
25901,259010,B
25902,259020,A
25903,259030,B
25904,259040,A
25905,259050,B
25906,259060,A
25907,259070,B
25908,259080,A
25909,259090,B
25910,259100,A
25911,259110,B
25912,259120,A
25913,259130,B
25914,259140,A
25915,259150,B
25916,259160,A
25917,259170,B
25918,259180,A
25919,259190,B
25920,259200,A
25921,259210,B
25922,259220,A
25923,259230,B
25924,259240,A
25925,259250,B
25926,259260,A
25927,259270,B
25928,259280,A
25929,259290,B
25930,259300,A
25931,259310,B
25932,259320,A
25933,259330,B
25934,259340,A
25935,259350,B
25936,259360,A
25937,259370,B
25938,259380,A
25939,259390,B
25940,259400,A
25941,259410,B
25942,259420,A
25943,259430,B
25944,259440,A
25945,259450,B
25946,259460,A
25947,259470,B
25948,259480,A
25949,259490,B
25950,259500,A
25951,259510,B
25952,259520,A
25953,259530,B
25954,259540,A
25955,259550,B
25956,259560,A
25957,259570,B
25958,259580,A
25959,259590,B
25960,259600,A
25961,259610,B
25962,259620,A
25963,259630,B
25964,259640,A
25965,259650,B
25966,259660,A
25967,259670,B
25968,259680,A
25969,259690,B
25970,259700,A
25971,259710,B
25972,259720,A
25973,259730,B
25974,259740,A
25975,259750,B
25976,259760,A
25977,259770,B
25978,259780,A
25979,259790,B
25980,259800,A
25981,259810,B
25982,259820,A
25983,259830,B
25984,259840,A
25985,259850,B
25986,259860,A
25987,259870,B
25988,259880,A
25989,259890,B
25990,259900,A
25991,259910,B
25992,259920,A
25993,259930,B
25994,259940,A
25995,259950,B
25996,259960,A
25997,259970,B
25998,259980,A
25999,259990,B
26000,260000,A
26001,260010,B
26002,260020,A
26003,260030,B
26004,260040,A
26005,260050,B
26006,260060,A
26007,260070,B
26008,260080,A
26009,260090,B
26010,260100,A
26011,260110,B
26012,260120,A
26013,260130,B
26014,260140,A
26015,260150,B
26016,260160,A
26017,260170,B
26018,260180,A
26019,260190,B
26020,260200,A
26021,260210,B
26022,260220,A
26023,260230,B
26024,260240,A
26025,260250,B
26026,260260,A
26027,260270,B
26028,260280,A
26029,260290,B
26030,260300,A
26031,260310,B
26032,260320,A
26033,260330,B
26034,260340,A
26035,260350,B
26036,260360,A
26037,260370,B
26038,260380,A
26039,260390,B
26040,260400,A
26041,260410,B
26042,260420,A
26043,260430,B
26044,260440,A
26045,260450,B
26046,260460,A
26047,260470,B
26048,260480,A
26049,260490,B
26050,260500,A
26051,260510,B
26052,260520,A
26053,260530,B
26054,260540,A
26055,260550,B
26056,260560,A
26057,260570,B
26058,260580,A
26059,260590,B
26060,260600,A
26061,260610,B
26062,260620,A
26063,260630,B
26064,260640,A
26065,260650,B
26066,260660,A
26067,260670,B
26068,260680,A
26069,260690,B
26070,260700,A
26071,260710,B
26072,260720,A
26073,260730,B
26074,260740,A
26075,260750,B
26076,260760,A
26077,260770,B
26078,260780,A
26079,260790,B
26080,260800,A
26081,260810,B
26082,260820,A
26083,260830,B
26084,260840,A
26085,260850,B
26086,260860,A
26087,260870,B
26088,260880,A
26089,260890,B
26090,260900,A
26091,260910,B
26092,260920,A
26093,260930,B
26094,260940,A
26095,260950,B
26096,260960,A
26097,260970,B
26098,260980,A
26099,260990,B
26100,261000,A
26101,261010,B
26102,261020,A
26103,261030,B
26104,261040,A
26105,261050,B
26106,261060,A
26107,261070,B
26108,261080,A
26109,261090,B
26110,261100,A
26111,261110,B
26112,261120,A
26113,261130,B
26114,261140,A
26115,261150,B
26116,261160,A
26117,261170,B
26118,261180,A
26119,261190,B
26120,261200,A
26121,261210,B
26122,261220,A
26123,261230,B
26124,261240,A
26125,261250,B
26126,261260,A
26127,261270,B
26128,261280,A
26129,261290,B
26130,261300,A
26131,261310,B
26132,261320,A
26133,261330,B
26134,261340,A
26135,261350,B
26136,261360,A
26137,261370,B
26138,261380,A
26139,261390,B
26140,261400,A
26141,261410,B
26142,261420,A
26143,261430,B
26144,261440,A
26145,261450,B
26146,261460,A
26147,261470,B
26148,261480,A
26149,261490,B
26150,261500,A
26151,261510,B
26152,261520,A
26153,261530,B
26154,261540,A
26155,261550,B
26156,261560,A
26157,261570,B
26158,261580,A
26159,261590,B
26160,261600,A
26161,261610,B
26162,261620,A
26163,261630,B
26164,261640,A
26165,261650,B
26166,261660,A
26167,261670,B
26168,261680,A
26169,261690,B
26170,261700,A
26171,261710,B
26172,261720,A
26173,261730,B
26174,261740,A
26175,261750,B
26176,261760,A
26177,261770,B
26178,261780,A
26179,261790,B
26180,261800,A
26181,261810,B
26182,261820,A
26183,261830,B
26184,261840,A
26185,261850,B
26186,261860,A
26187,261870,B
26188,261880,A
26189,261890,B
26190,261900,A
26191,261910,B
26192,261920,A
26193,261930,B
26194,261940,A
26195,261950,B
26196,261960,A
26197,261970,B
26198,261980,A
26199,261990,B
26200,262000,A
26201,262010,B
26202,262020,A
26203,262030,B
26204,262040,A
26205,262050,B
26206,262060,A
26207,262070,B
26208,262080,A
26209,262090,B
26210,262100,A
26211,262110,B
26212,262120,A
26213,262130,B
26214,262140,A
26215,262150,B
26216,262160,A
26217,262170,B
26218,262180,A
26219,262190,B
26220,262200,A
26221,262210,B
26222,262220,A
26223,262230,B
26224,262240,A
26225,262250,B
26226,262260,A
26227,262270,B
26228,262280,A
26229,262290,B
26230,262300,A
26231,262310,B
26232,262320,A
26233,262330,B
26234,262340,A
26235,262350,B
26236,262360,A
26237,262370,B
26238,262380,A
26239,262390,B
26240,262400,A
26241,262410,B
26242,262420,A
26243,262430,B
26244,262440,A
26245,262450,B
26246,262460,A
26247,262470,B
26248,262480,A
26249,262490,B
26250,262500,A
26251,262510,B
26252,262520,A
26253,262530,B
26254,262540,A
26255,262550,B
26256,262560,A
26257,262570,B
26258,262580,A
26259,262590,B
26260,262600,A
26261,262610,B
26262,262620,A
26263,262630,B
26264,262640,A
26265,262650,B
26266,262660,A
26267,262670,B
26268,262680,A
26269,262690,B
26270,262700,A
26271,262710,B
26272,262720,A
26273,262730,B
26274,262740,A
26275,262750,B
26276,262760,A
26277,262770,B
26278,262780,A
26279,262790,B
26280,262800,A
26281,262810,B
26282,262820,A
26283,262830,B
26284,262840,A
26285,262850,B
26286,262860,A
26287,262870,B
26288,262880,A
26289,262890,B
26290,262900,A
26291,262910,B
26292,262920,A
26293,262930,B
26294,262940,A
26295,262950,B
26296,262960,A
26297,262970,B
26298,262980,A
26299,262990,B
26300,263000,A
26301,263010,B
26302,263020,A
26303,263030,B
26304,263040,A
26305,263050,B
26306,263060,A
26307,263070,B
26308,263080,A
26309,263090,B
26310,263100,A
26311,263110,B
26312,263120,A
26313,263130,B
26314,263140,A
26315,263150,B
26316,263160,A
26317,263170,B
26318,263180,A
26319,263190,B
26320,263200,A
26321,263210,B
26322,263220,A
26323,263230,B
26324,263240,A
26325,263250,B
26326,263260,A
26327,263270,B
26328,263280,A
26329,263290,B
26330,263300,A
26331,263310,B
26332,263320,A
26333,263330,B
26334,263340,A
26335,263350,B
26336,263360,A
26337,263370,B
26338,263380,A
26339,263390,B
26340,263400,A
26341,263410,B
26342,263420,A
26343,263430,B
26344,263440,A
26345,263450,B
26346,263460,A
26347,263470,B
26348,263480,A
26349,263490,B
26350,263500,A
26351,263510,B
26352,263520,A
26353,263530,B
26354,263540,A
26355,263550,B
26356,263560,A
26357,263570,B
26358,263580,A
26359,263590,B
26360,263600,A
26361,263610,B
26362,263620,A
26363,263630,B
26364,263640,A
26365,263650,B
26366,263660,A
26367,263670,B
26368,263680,A
26369,263690,B
26370,263700,A
26371,263710,B
26372,263720,A
26373,263730,B
26374,263740,A
26375,263750,B
26376,263760,A
26377,263770,B
26378,263780,A
26379,263790,B
26380,263800,A
26381,263810,B
26382,263820,A
26383,263830,B
26384,263840,A
26385,263850,B
26386,263860,A
26387,263870,B
26388,263880,A
26389,263890,B
26390,263900,A
26391,263910,B
26392,263920,A
26393,263930,B
26394,263940,A
26395,263950,B
26396,263960,A
26397,263970,B
26398,263980,A
26399,263990,B
26400,264000,A
26401,264010,B
26402,264020,A
26403,264030,B
26404,264040,A
26405,264050,B
26406,264060,A
26407,264070,B
26408,264080,A
26409,264090,B
26410,264100,A
26411,264110,B
26412,264120,A
26413,264130,B
26414,264140,A
26415,264150,B
26416,264160,A
26417,264170,B
26418,264180,A
26419,264190,B
26420,264200,A
26421,264210,B
26422,264220,A
26423,264230,B
26424,264240,A
26425,264250,B
26426,264260,A
26427,264270,B
26428,264280,A
26429,264290,B
26430,264300,A
26431,264310,B
26432,264320,A
26433,264330,B
26434,264340,A
26435,264350,B
26436,264360,A
26437,264370,B
26438,264380,A
26439,264390,B
26440,264400,A
26441,264410,B
26442,264420,A
26443,264430,B
26444,264440,A
26445,264450,B
26446,264460,A
26447,264470,B
26448,264480,A
26449,264490,B
26450,264500,A
26451,264510,B
26452,264520,A
26453,264530,B
26454,264540,A
26455,264550,B
26456,264560,A
26457,264570,B
26458,264580,A
26459,264590,B
26460,264600,A
26461,264610,B
26462,264620,A
26463,264630,B
26464,264640,A
26465,264650,B
26466,264660,A
26467,264670,B
26468,264680,A
26469,264690,B
26470,264700,A
26471,264710,B
26472,264720,A
26473,264730,B
26474,264740,A
26475,264750,B
26476,264760,A
26477,264770,B
26478,264780,A
26479,264790,B
26480,264800,A
26481,264810,B
26482,264820,A
26483,264830,B
26484,264840,A
26485,264850,B
26486,264860,A
26487,264870,B
26488,264880,A
26489,264890,B
26490,264900,A
26491,264910,B
26492,264920,A
26493,264930,B
26494,264940,A
26495,264950,B
26496,264960,A
26497,264970,B
26498,264980,A
26499,264990,B
26500,265000,A
26501,265010,B
26502,265020,A
26503,265030,B
26504,265040,A
26505,265050,B
26506,265060,A
26507,265070,B
26508,265080,A
26509,265090,B
26510,265100,A
26511,265110,B
26512,265120,A
26513,265130,B
26514,265140,A
26515,265150,B
26516,265160,A
26517,265170,B
26518,265180,A
26519,265190,B
26520,265200,A
26521,265210,B
26522,265220,A
26523,265230,B
26524,265240,A
26525,265250,B
26526,265260,A
26527,265270,B
26528,265280,A
26529,265290,B
26530,265300,A
26531,265310,B
26532,265320,A
26533,265330,B
26534,265340,A
26535,265350,B
26536,265360,A
26537,265370,B
26538,265380,A
26539,265390,B
26540,265400,A
26541,265410,B
26542,265420,A
26543,265430,B
26544,265440,A
26545,265450,B
26546,265460,A
26547,265470,B
26548,265480,A
26549,265490,B
26550,265500,A
26551,265510,B
26552,265520,A
26553,265530,B
26554,265540,A
26555,265550,B
26556,265560,A
26557,265570,B
26558,265580,A
26559,265590,B
26560,265600,A
26561,265610,B
26562,265620,A
26563,265630,B
26564,265640,A
26565,265650,B
26566,265660,A
26567,265670,B
26568,265680,A
26569,265690,B
26570,265700,A
26571,265710,B
26572,265720,A
26573,265730,B
26574,265740,A
26575,265750,B
26576,265760,A
26577,265770,B
26578,265780,A
26579,265790,B
26580,265800,A
26581,265810,B
26582,265820,A
26583,265830,B
26584,265840,A
26585,265850,B
26586,265860,A
26587,265870,B
26588,265880,A
26589,265890,B
26590,265900,A
26591,265910,B
26592,265920,A
26593,265930,B
26594,265940,A
26595,265950,B
26596,265960,A
26597,265970,B
26598,265980,A
26599,265990,B
26600,266000,A
26601,266010,B
26602,266020,A
26603,266030,B
26604,266040,A
26605,266050,B
26606,266060,A
26607,266070,B
26608,266080,A
26609,266090,B
26610,266100,A
26611,266110,B
26612,266120,A
26613,266130,B
26614,266140,A
26615,266150,B
26616,266160,A
26617,266170,B
26618,266180,A
26619,266190,B
26620,266200,A
26621,266210,B
26622,266220,A
26623,266230,B
26624,266240,A
26625,266250,B
26626,266260,A
26627,266270,B
26628,266280,A
26629,266290,B
26630,266300,A
26631,266310,B
26632,266320,A
26633,266330,B
26634,266340,A
26635,266350,B
26636,266360,A
26637,266370,B
26638,266380,A
26639,266390,B
26640,266400,A
26641,266410,B
26642,266420,A
26643,266430,B
26644,266440,A
26645,266450,B
26646,266460,A
26647,266470,B
26648,266480,A
26649,266490,B
26650,266500,A
26651,266510,B
26652,266520,A
26653,266530,B
26654,266540,A
26655,266550,B
26656,266560,A
26657,266570,B
26658,266580,A
26659,266590,B
26660,266600,A
26661,266610,B
26662,266620,A
26663,266630,B
26664,266640,A
26665,266650,B
26666,266660,A
26667,266670,B
26668,266680,A
26669,266690,B
26670,266700,A
26671,266710,B
26672,266720,A
26673,266730,B
26674,266740,A
26675,266750,B
26676,266760,A
26677,266770,B
26678,266780,A
26679,266790,B
26680,266800,A
26681,266810,B
26682,266820,A
26683,266830,B
26684,266840,A
26685,266850,B
26686,266860,A
26687,266870,B
26688,266880,A
26689,266890,B
26690,266900,A
26691,266910,B
26692,266920,A
26693,266930,B
26694,266940,A
26695,266950,B
26696,266960,A
26697,266970,B
26698,266980,A
26699,266990,B
26700,267000,A
26701,267010,B
26702,267020,A
26703,267030,B
26704,267040,A
26705,267050,B
26706,267060,A
26707,267070,B
26708,267080,A
26709,267090,B
26710,267100,A
26711,267110,B
26712,267120,A
26713,267130,B
26714,267140,A
26715,267150,B
26716,267160,A
26717,267170,B
26718,267180,A
26719,267190,B
26720,267200,A
26721,267210,B
26722,267220,A
26723,267230,B
26724,267240,A
26725,267250,B
26726,267260,A
26727,267270,B
26728,267280,A
26729,267290,B
26730,267300,A
26731,267310,B
26732,267320,A
26733,267330,B
26734,267340,A
26735,267350,B
26736,267360,A
26737,267370,B
26738,267380,A
26739,267390,B
26740,267400,A
26741,267410,B
26742,267420,A
26743,267430,B
26744,267440,A
26745,267450,B
26746,267460,A
26747,267470,B
26748,267480,A
26749,267490,B
26750,267500,A
26751,267510,B
26752,267520,A
26753,267530,B
26754,267540,A
26755,267550,B
26756,267560,A
26757,267570,B
26758,267580,A
26759,267590,B
26760,267600,A
26761,267610,B
26762,267620,A
26763,267630,B
26764,267640,A
26765,267650,B
26766,267660,A
26767,267670,B
26768,267680,A
26769,267690,B
26770,267700,A
26771,267710,B
26772,267720,A
26773,267730,B
26774,267740,A
26775,267750,B
26776,267760,A
26777,267770,B
26778,267780,A
26779,267790,B
26780,267800,A
26781,267810,B
26782,267820,A
26783,267830,B
26784,267840,A
26785,267850,B
26786,267860,A
26787,267870,B
26788,267880,A
26789,267890,B
26790,267900,A
26791,267910,B
26792,267920,A
26793,267930,B
26794,267940,A
26795,267950,B
26796,267960,A
26797,267970,B
26798,267980,A
26799,267990,B
26800,268000,A
26801,268010,B
26802,268020,A
26803,268030,B
26804,268040,A
26805,268050,B
26806,268060,A
26807,268070,B
26808,268080,A
26809,268090,B
26810,268100,A
26811,268110,B
26812,268120,A
26813,268130,B
26814,268140,A
26815,268150,B
26816,268160,A
26817,268170,B
26818,268180,A
26819,268190,B
26820,268200,A
26821,268210,B
26822,268220,A
26823,268230,B
26824,268240,A
26825,268250,B
26826,268260,A
26827,268270,B
26828,268280,A
26829,268290,B
26830,268300,A
26831,268310,B
26832,268320,A
26833,268330,B
26834,268340,A
26835,268350,B
26836,268360,A
26837,268370,B
26838,268380,A
26839,268390,B
26840,268400,A
26841,268410,B
26842,268420,A
26843,268430,B
26844,268440,A
26845,268450,B
26846,268460,A
26847,268470,B
26848,268480,A
26849,268490,B
26850,268500,A
26851,268510,B
26852,268520,A
26853,268530,B
26854,268540,A
26855,268550,B
26856,268560,A
26857,268570,B
26858,268580,A
26859,268590,B
26860,268600,A
26861,268610,B
26862,268620,A
26863,268630,B
26864,268640,A
26865,268650,B
26866,268660,A
26867,268670,B
26868,268680,A
26869,268690,B
26870,268700,A
26871,268710,B
26872,268720,A
26873,268730,B
26874,268740,A
26875,268750,B
26876,268760,A
26877,268770,B
26878,268780,A
26879,268790,B
26880,268800,A
26881,268810,B
26882,268820,A
26883,268830,B
26884,268840,A
26885,268850,B
26886,268860,A
26887,268870,B
26888,268880,A
26889,268890,B
26890,268900,A
26891,268910,B
26892,268920,A
26893,268930,B
26894,268940,A
26895,268950,B
26896,268960,A
26897,268970,B
26898,268980,A
26899,268990,B
26900,269000,A
26901,269010,B
26902,269020,A
26903,269030,B
26904,269040,A
26905,269050,B
26906,269060,A
26907,269070,B
26908,269080,A
26909,269090,B
26910,269100,A
26911,269110,B
26912,269120,A
26913,269130,B
26914,269140,A
26915,269150,B
26916,269160,A
26917,269170,B
26918,269180,A
26919,269190,B
26920,269200,A
26921,269210,B
26922,269220,A
26923,269230,B
26924,269240,A
26925,269250,B
26926,269260,A
26927,269270,B
26928,269280,A
26929,269290,B
26930,269300,A
26931,269310,B
26932,269320,A
26933,269330,B
26934,269340,A
26935,269350,B
26936,269360,A
26937,269370,B
26938,269380,A
26939,269390,B
26940,269400,A
26941,269410,B
26942,269420,A
26943,269430,B
26944,269440,A
26945,269450,B
26946,269460,A
26947,269470,B
26948,269480,A
26949,269490,B
26950,269500,A
26951,269510,B
26952,269520,A
26953,269530,B
26954,269540,A
26955,269550,B
26956,269560,A
26957,269570,B
26958,269580,A
26959,269590,B
26960,269600,A
26961,269610,B
26962,269620,A
26963,269630,B
26964,269640,A
26965,269650,B
26966,269660,A
26967,269670,B
26968,269680,A
26969,269690,B
26970,269700,A
26971,269710,B
26972,269720,A
26973,269730,B
26974,269740,A
26975,269750,B
26976,269760,A
26977,269770,B
26978,269780,A
26979,269790,B
26980,269800,A
26981,269810,B
26982,269820,A
26983,269830,B
26984,269840,A
26985,269850,B
26986,269860,A
26987,269870,B
26988,269880,A
26989,269890,B
26990,269900,A
26991,269910,B
26992,269920,A
26993,269930,B
26994,269940,A
26995,269950,B
26996,269960,A
26997,269970,B
26998,269980,A
26999,269990,B
27000,270000,A
27001,270010,B
27002,270020,A
27003,270030,B
27004,270040,A
27005,270050,B
27006,270060,A
27007,270070,B
27008,270080,A
27009,270090,B
27010,270100,A
27011,270110,B
27012,270120,A
27013,270130,B
27014,270140,A
27015,270150,B
27016,270160,A
27017,270170,B
27018,270180,A
27019,270190,B
27020,270200,A
27021,270210,B
27022,270220,A
27023,270230,B
27024,270240,A
27025,270250,B
27026,270260,A
27027,270270,B
27028,270280,A
27029,270290,B
27030,270300,A
27031,270310,B
27032,270320,A
27033,270330,B
27034,270340,A
27035,270350,B
27036,270360,A
27037,270370,B
27038,270380,A
27039,270390,B
27040,270400,A
27041,270410,B
27042,270420,A
27043,270430,B
27044,270440,A
27045,270450,B
27046,270460,A
27047,270470,B
27048,270480,A
27049,270490,B
27050,270500,A
27051,270510,B
27052,270520,A
27053,270530,B
27054,270540,A
27055,270550,B
27056,270560,A
27057,270570,B
27058,270580,A
27059,270590,B
27060,270600,A
27061,270610,B
27062,270620,A
27063,270630,B
27064,270640,A
27065,270650,B
27066,270660,A
27067,270670,B
27068,270680,A
27069,270690,B
27070,270700,A
27071,270710,B
27072,270720,A
27073,270730,B
27074,270740,A
27075,270750,B
27076,270760,A
27077,270770,B
27078,270780,A
27079,270790,B
27080,270800,A
27081,270810,B
27082,270820,A
27083,270830,B
27084,270840,A
27085,270850,B
27086,270860,A
27087,270870,B
27088,270880,A
27089,270890,B
27090,270900,A
27091,270910,B
27092,270920,A
27093,270930,B
27094,270940,A
27095,270950,B
27096,270960,A
27097,270970,B
27098,270980,A
27099,270990,B
27100,271000,A
27101,271010,B
27102,271020,A
27103,271030,B
27104,271040,A
27105,271050,B
27106,271060,A
27107,271070,B
27108,271080,A
27109,271090,B
27110,271100,A
27111,271110,B
27112,271120,A
27113,271130,B
27114,271140,A
27115,271150,B
27116,271160,A
27117,271170,B
27118,271180,A
27119,271190,B
27120,271200,A
27121,271210,B
27122,271220,A
27123,271230,B
27124,271240,A
27125,271250,B
27126,271260,A
27127,271270,B
27128,271280,A
27129,271290,B
27130,271300,A
27131,271310,B
27132,271320,A
27133,271330,B
27134,271340,A
27135,271350,B
27136,271360,A
27137,271370,B
27138,271380,A
27139,271390,B
27140,271400,A
27141,271410,B
27142,271420,A
27143,271430,B
27144,271440,A
27145,271450,B
27146,271460,A
27147,271470,B
27148,271480,A
27149,271490,B
27150,271500,A
27151,271510,B
27152,271520,A
27153,271530,B
27154,271540,A
27155,271550,B
27156,271560,A
27157,271570,B
27158,271580,A
27159,271590,B
27160,271600,A
27161,271610,B
27162,271620,A
27163,271630,B
27164,271640,A
27165,271650,B
27166,271660,A
27167,271670,B
27168,271680,A
27169,271690,B
27170,271700,A
27171,271710,B
27172,271720,A
27173,271730,B
27174,271740,A
27175,271750,B
27176,271760,A
27177,271770,B
27178,271780,A
27179,271790,B
27180,271800,A
27181,271810,B
27182,271820,A
27183,271830,B
27184,271840,A
27185,271850,B
27186,271860,A
27187,271870,B
27188,271880,A
27189,271890,B
27190,271900,A
27191,271910,B
27192,271920,A
27193,271930,B
27194,271940,A
27195,271950,B
27196,271960,A
27197,271970,B
27198,271980,A
27199,271990,B
27200,272000,A
27201,272010,B
27202,272020,A
27203,272030,B
27204,272040,A
27205,272050,B
27206,272060,A
27207,272070,B
27208,272080,A
27209,272090,B
27210,272100,A
27211,272110,B
27212,272120,A
27213,272130,B
27214,272140,A
27215,272150,B
27216,272160,A
27217,272170,B
27218,272180,A
27219,272190,B
27220,272200,A
27221,272210,B
27222,272220,A
27223,272230,B
27224,272240,A
27225,272250,B
27226,272260,A
27227,272270,B
27228,272280,A
27229,272290,B
27230,272300,A
27231,272310,B
27232,272320,A
27233,272330,B
27234,272340,A
27235,272350,B
27236,272360,A
27237,272370,B
27238,272380,A
27239,272390,B
27240,272400,A
27241,272410,B
27242,272420,A
27243,272430,B
27244,272440,A
27245,272450,B
27246,272460,A
27247,272470,B
27248,272480,A
27249,272490,B
